Date;Type;Sport;Label;Odds;Stake;State;Bookmaker
2024-11-03 16:00;S;Football;Vllaznia Shkodër VS Skënderbeu Korçë --Prediction Home Win;1.0;5;P;Unknown
2024-11-04 17:00;S;Football;Partizani Tirana VS Teuta Durrës --Prediction Away Win;1.0;5;P;Unknown
2024-11-04 17:00;S;Football;AF Elbasani VS Dinamo Tirana --Prediction Home Win;1.0;5;P;Unknown
2024-11-04 13:00;S;Football;Bylis Ballsh VS Laçi --Prediction Draw;1.0;5;P;Unknown
2024-11-03 13:00;S;Football;Egnatia Rrogozhinë VS Tirana --Prediction Home Win;1.0;5;P;Unknown
2024-11-02 18:00;S;Football;Sparta Praha VS Baník Ostrava --Prediction Home Win;1.43;5;P;Dafabet
2024-11-03 14:30;S;Football;Slovácko VS Viktoria Plzeň --Prediction Away Win;2.05;5;P;Unibet
2024-11-03 17:30;S;Football;Hradec Králové VS Slavia Praha --Prediction Away Win;1.41;5;P;Dafabet
2024-11-03 12:00;S;Football;České Budějovice VS Slovan Liberec --Prediction Away Win;2.01;5;P;Pncl
2024-11-04 19:45;S;Football;Ajaccio VS Metz --Prediction Home Win;1.0;5;P;Unknown
2024-11-01 19:00;S;Football;Clermont VS Lorient --Prediction Away Win;1.91;5;P;Sbo
2024-11-01 19:00;S;Football;Paris VS Rodez --Prediction Home Win;1.73;5;P;Dafabet
2024-11-02 19:00;S;Football;Guingamp VS Grenoble Foot 38 --Prediction Home Win;1.85;5;P;Sbo
2024-11-01 19:00;S;Football;Annecy VS Pau --Prediction Home Win;2.44;5;P;Dafabet
2024-11-01 19:00;S;Football;Dunkerque VS Amiens SC --Prediction Home Win;2.38;5;P;Betway
2024-11-01 19:00;S;Football;Martigues VS Red Star --Prediction Draw;3.36;5;P;Marathon
2024-11-03 11:00;S;Football;Grobiņa VS Rīgas FS --Prediction Away Win;1.1;5;P;BetClic
2024-11-03 11:00;S;Football;Riga VS Metta - LU --Prediction Home Win;1.1;5;P;bet365
2024-11-03 11:00;S;Football;BFC Daugavpils VS Valmiera / BSS --Prediction Away Win;1.37;5;P;Pncl
2024-11-01 19:00;S;Football;SCM Gloria Buzău VS CFR Cluj --Prediction Away Win;1.6;5;P;Unibet
2024-11-02 19:00;S;Football;Dinamo Bucureşti VS UTA Arad --Prediction Home Win;1.97;5;P;Pncl
2024-11-04 19:00;S;Football;Rapid Bucureşti VS Hermannstadt --Prediction Home Win;1.0;5;P;Unknown
2024-11-03 14:00;S;Football;Universitatea Cluj VS SSC Farul --Prediction Home Win;1.93;5;P;1xbet
2024-11-02 16:00;S;Football;Beşiktaş VS Kasımpaşa --Prediction Home Win;1.62;5;P;1xbet
2024-11-02 13:00;S;Football;Kayserispor VS Adana Demirspor --Prediction Home Win;1.65;5;P;1xbet
2024-11-03 16:00;S;Football;Trabzonspor VS Fenerbahçe --Prediction Away Win;1.85;5;P;1xbet
2024-11-03 13:00;S;Football;Eyüpspor VS Hatayspor --Prediction Home Win;1.79;5;P;1xbet
2024-11-01 17:00;S;Football;Gazişehir Gaziantep VS Göztepe --Prediction Home Win;2.47;5;P;1xbet
2024-10-20 15:00;S;Football;Artsakh VS Van --Prediction Home Win;1.49;5;P;1xbet
2024-10-21 15:00;S;Football;West Armenia VS Banants --Prediction Away Win;1.0;5;P;Unknown
2024-10-22 15:00;S;Football;Shirak VS FC Avan Academy --Prediction Away Win;1.0;5;P;Unknown
2024-10-23 12:00;S;Football;Gandzasar VS Alashkert --Prediction Away Win;1.0;5;P;Unknown
2024-10-23 14:00;S;Football;BKMA VS Pyunik --Prediction Away Win;1.0;5;P;Unknown
2024-11-03 15:00;S;Football;AGF VS Lyngby --Prediction Home Win;1.47;5;P;1xbet
2024-11-04 18:00;S;Football;København VS Silkeborg --Prediction Home Win;1.45;5;P;1xbet
2024-11-03 13:00;S;Football;Nordsjælland VS Viborg --Prediction Home Win;1.65;5;P;1xbet
2024-11-03 17:00;S;Football;AaB VS Vejle --Prediction Home Win;2.01;5;P;1xbet
2024-11-03 13:00;S;Football;Midtjylland VS Brøndby --Prediction Home Win;2.4;5;P;Pncl
2024-11-02 16:00;S;Football;SønderjyskE VS Randers --Prediction Away Win;2.1;5;P;10Bet
2024-11-02 15:00;S;Football;AFC Bournemouth VS Manchester City --Prediction Draw;4.6;5;P;NordicBet
2024-11-02 15:00;S;Football;Liverpool VS Brighton & Hove Albion --Prediction Home Win;1.44;5;P;WilliamHill
2024-11-03 16:30;S;Football;Manchester United VS Chelsea --Prediction Away Win;2.6;5;P;bet365
2024-11-02 15:00;S;Football;Ipswich Town VS Leicester City --Prediction Away Win;3.2;5;P;WilliamHill
2024-11-03 14:00;S;Football;Tottenham Hotspur VS Aston Villa --Prediction Away Win;3.75;5;P;1xbet
2024-11-02 12:30;S;Football;Newcastle United VS Arsenal --Prediction Away Win;2.0;5;P;1xbet
2024-11-04 20:00;S;Football;Fulham VS Brentford --Prediction Home Win;1.0;5;P;Unknown
2024-11-02 15:00;S;Football;Southampton VS Everton --Prediction Away Win;2.75;5;P;Interwetten
2024-11-03 12:30;S;Football;Hamburger SV VS Nürnberg --Prediction Home Win;1.57;5;P;1xbet
2024-11-02 12:00;S;Football;Hannover 96 VS Karlsruher SC --Prediction Home Win;2.1;5;P;bwin
2024-11-03 12:30;S;Football;Paderborn VS Eintracht Braunschweig --Prediction Home Win;1.71;5;P;1xbet
2024-11-03 12:30;S;Football;Kaiserslautern VS Magdeburg --Prediction Away Win;3.0;5;P;Unibet
2024-11-01 17:30;S;Football;Ulm VS Schalke 04 --Prediction Away Win;2.85;5;P;Pncl
2024-11-01 17:30;S;Football;Preußen Münster VS Fortuna Düsseldorf --Prediction Away Win;2.07;5;P;Dafabet
2024-11-02 12:00;S;Football;Jahn Regensburg VS Elversberg --Prediction Away Win;2.0;5;P;Pncl
2024-11-03 14:00;S;Football;Zimbru VS Dacia-Buiucani --Prediction Home Win;1.0;5;P;Unknown
2024-11-02 14:00;S;Football;Milsami VS Sheriff --Prediction Away Win;1.0;5;P;Unknown
2024-11-03 12:00;S;Football;CSF Bălți VS Floreşti --Prediction Home Win;1.0;5;P;Unknown
2025-01-08 19:45;S;Football;Celtic VS Dundee United --Prediction Home Win;1.0;5;P;Unknown
2025-01-09 20:00;S;Football;Dundee VS Rangers --Prediction Away Win;1.0;5;P;Unknown
2024-11-26 19:45;S;Football;Hibernian VS Aberdeen --Prediction Away Win;1.0;5;P;Unknown
2025-01-08 19:45;S;Football;Kilmarnock VS Motherwell --Prediction Away Win;1.0;5;P;Unknown
2024-11-02 15:00;S;Football;St. Mirren VS Ross County --Prediction Home Win;1.0;5;P;Unknown
2024-11-03 13:30;S;Football;Oleksandria VS Polessya --Prediction Home Win;2.57;5;P;1xbet
2024-11-03 11:00;S;Football;Vorskla VS Kolos Kovalivka --Prediction Home Win;2.92;5;P;1xbet
2025-05-02 22:00;S;Football;Inhulets VS Dynamo Kyiv --Prediction Away Win;1.0;5;P;Unknown
2024-11-04 16:00;S;Football;Zorya VS LNZ Cherkasy --Prediction Home Win;1.0;5;P;Unknown
2024-11-04 11:00;S;Football;Obolon-Brovar VS Veres Rivne --Prediction Away Win;1.0;5;P;Unknown
2024-11-02 16:00;S;Football;Shakhtar Donetsk VS Chornomorets --Prediction Home Win;1.12;5;P;1xbet
2024-11-02 16:00;S;Football;Salzburg VS Grazer AK --Prediction Home Win;1.26;5;P;Dafabet
2024-11-03 16:00;S;Football;Austria Wien VS Blau-Weiß Linz --Prediction Home Win;1.81;5;P;Sbo
2024-11-02 16:00;S;Football;Sturm Graz VS Rapid Wien --Prediction Home Win;2.36;5;P;Pncl
2024-11-03 13:30;S;Football;Austria Klagenfurt VS Wolfsberger AC --Prediction Away Win;2.3;5;P;bet365
2024-11-02 10:30;S;Football;Kuressaare VS Nõmme Kalju --Prediction Away Win;1.51;5;P;Dafabet
2024-11-03 10:30;S;Football;Nõmme United VS Paide --Prediction Away Win;1.17;5;P;BetClic
2024-11-03 12:30;S;Football;Tallinna FC Levadia VS Tallinna FC Flora --Prediction Home Win;1.83;5;P;Pncl
2024-11-01 19:30;S;Football;Bayer Leverkusen VS Stuttgart --Prediction Home Win;1.61;5;P;1xbet
2024-11-02 14:30;S;Football;Bayern München VS Union Berlin --Prediction Home Win;1.22;5;P;Marathon
2024-11-02 14:30;S;Football;Eintracht Frankfurt VS Bochum --Prediction Home Win;1.36;5;P;1xbet
2024-11-02 14:30;S;Football;Hoffenheim VS St. Pauli --Prediction Home Win;1.92;5;P;1xbet
2024-11-03 16:30;S;Football;Borussia M'gladbach VS Werder Bremen --Prediction Away Win;3.3;5;P;Unibet
2024-11-02 14:30;S;Football;Holstein Kiel VS Heidenheim --Prediction Draw;3.62;5;P;1xbet
2024-11-03 14:00;S;Football;Jedinstvo Ub VS OFK Beograd --Prediction Away Win;1.57;5;P;1xbet
2024-11-02 17:00;S;Football;Red Star Belgrade VS Vojvodina --Prediction Home Win;1.24;5;P;1xbet
2024-11-04 15:30;S;Football;Mladost Lučani VS Spartak Subotica --Prediction Home Win;1.0;5;P;Unknown
2024-11-02 13:00;S;Football;Novi Pazar VS IMT Novi Beograd --Prediction Home Win;1.92;5;P;1xbet
2024-11-04 17:30;S;Football;Čukarički VS Železničar Pančevo --Prediction Home Win;1.0;5;P;Unknown
2024-11-03 18:30;S;Football;Bačka Topola VS Partizan --Prediction Away Win;2.66;5;P;BetClic
2024-11-03 16:00;S;Football;Radnički Kragujevac VS Napredak --Prediction Home Win;1.52;5;P;NordicBet
2024-11-02 11:00;S;Football;İnter Bakı VS Zira --Prediction Away Win;1.72;5;P;Pncl
2024-11-01 14:30;S;Football;Turan VS Qarabağ --Prediction Away Win;1.38;5;P;bet365
2024-11-03 12:00;S;Football;Kapaz VS Sabail FK --Prediction Draw;3.6;5;P;bet365
2024-11-03 15:00;S;Football;Sumqayıt VS Sabah --Prediction Away Win;1.83;5;P;Pncl
2024-11-01 16:30;S;Football;Neftçi VS Araz --Prediction Away Win;2.95;5;P;Tipico
2024-11-04 15:30;S;Football;Asteras Tripolis VS OFI --Prediction Away Win;1.0;5;P;Unknown
2024-11-02 18:30;S;Football;Kallithea VS Panaitolikos --Prediction Away Win;3.1;5;P;Pncl
2024-11-03 14:30;S;Football;Aris VS Levadiakos --Prediction Home Win;1.56;5;P;1xbet
2024-11-03 15:00;S;Football;Volos NFC VS Panathinaikos --Prediction Away Win;1.54;5;P;1xbet
2024-11-02 15:00;S;Football;Olympiakos Piraeus VS Panserraikos --Prediction Home Win;1.17;5;P;bet365
2024-11-03 18:30;S;Football;Lamia VS PAOK --Prediction Away Win;1.38;5;P;Dafabet
2024-10-30 17:00;S;Football;Feyenoord VS Ajax --Prediction Home Win;2.12;5;P;NordicBet
2024-10-30 17:00;S;Football;Skalica VS Slovan Bratislava --Prediction Away Win;1.0;5;P;Unknown
2024-10-30 17:00;S;Football;Spartak Trnava VS Komárno --Prediction Home Win;1.0;5;P;Unknown
2024-11-03 17:30;S;Football;RSC Anderlecht VS KV Kortrijk --Prediction Home Win;1.47;5;P;1xbet
2024-11-03 12:30;S;Football;KRC Genk VS Royal Antwerp FC --Prediction Home Win;1.98;5;P;bwin
2024-11-02 15:00;S;Football;Standard Liège VS Sint-Truiden --Prediction Home Win;2.25;5;P;10Bet
2024-11-03 15:00;S;Football;Cercle Brugge VS Sporting Charleroi --Prediction Draw;3.53;5;P;1xbet
2024-11-02 19:45;S;Football;KV Mechelen VS Union Saint-Gilloise --Prediction Home Win;3.85;5;P;Unibet
2024-11-01 19:45;S;Football;KVC Westerlo VS FCV Dender EH --Prediction Away Win;4.2;5;P;Betfair
2024-11-03 18:15;S;Football;Beerschot-Wilrijk VS KAA Gent --Prediction Away Win;1.8;5;P;bwin
2024-11-02 12:30;S;Football;Blackburn Rovers VS Sheffield United --Prediction Home Win;2.9;5;P;Dafabet
2024-11-02 15:00;S;Football;Leeds United VS Plymouth Argyle --Prediction Home Win;1.21;5;P;Dafabet
2024-11-01 20:00;S;Football;Luton Town VS West Bromwich Albion --Prediction Away Win;2.9;5;P;Dafabet
2024-11-02 15:00;S;Football;Middlesbrough VS Coventry City --Prediction Home Win;1.75;5;P;WilliamHill
2024-11-02 12:30;S;Football;Oxford United VS Swansea City --Prediction Home Win;2.91;5;P;Pncl
2024-11-02 15:00;S;Football;Preston North End VS Bristol City --Prediction Home Win;2.6;5;P;WilliamHill
2024-11-02 15:00;S;Football;Queens Park Rangers VS Sunderland --Prediction Away Win;2.14;5;P;Dafabet
2024-11-02 12:30;S;Football;Stoke City VS Derby County --Prediction Home Win;2.26;5;P;Dafabet
2024-11-02 18:00;S;Football;Győri ETO VS Nyíregyháza Spartacus --Prediction Home Win;2.2;5;P;bet365
2024-11-02 11:30;S;Football;MTK VS Zalaegerszegi TE --Prediction Home Win;1.95;5;P;NordicBet
2024-11-02 15:30;S;Football;Puskás VS Újpest --Prediction Home Win;1.67;5;P;Tipico
2024-11-03 11:30;S;Football;Paksi SE VS Diósgyőr --Prediction Home Win;1.7;5;P;Tipico
2024-11-03 16:00;S;Football;Videoton VS Kecskeméti TE --Prediction Home Win;2.0;5;P;Tipico
2024-11-03 13:45;S;Football;Ferencváros VS Debrecen --Prediction Home Win;1.32;5;P;Pncl
2024-11-03 18:15;S;Football;Rosenborg VS Strømsgodset --Prediction Home Win;1.57;5;P;Unibet
2024-11-03 16:00;S;Football;Odd VS Brann --Prediction Away Win;1.53;5;P;Dafabet
2024-11-03 16:00;S;Football;Fredrikstad VS Kristiansund --Prediction Home Win;1.71;5;P;Dafabet
2024-11-02 17:00;S;Football;Viking VS Sandefjord --Prediction Home Win;1.57;5;P;10Bet
2024-11-03 20:00;S;Football;Athletic Club Bilbao VS Real Betis --Prediction Home Win;1.89;5;P;1xbet
2024-11-03 13:00;S;Football;Atlético Madrid VS UD Las Palmas --Prediction Home Win;1.3;5;P;BetCRIS
2024-11-04 20:00;S;Football;Celta de Vigo VS Getafe CF --Prediction Home Win;1.0;5;P;Unknown
2024-11-02 15:15;S;Football;Girona FC VS Leganés --Prediction Home Win;1.75;5;P;1xbet
2024-11-02 13:00;S;Football;CA Osasuna VS Real Valladolid --Prediction Home Win;1.67;5;P;1xbet
2024-11-01 20:00;S;Football;Deportivo Alavés VS RCD Mallorca --Prediction Away Win;3.35;5;P;Unibet
2024-11-02 20:00;S;Football;Valencia CF VS Real Madrid --Prediction Away Win;1.5;5;P;1xbet
2024-11-03 15:15;S;Football;FC Barcelona VS RCD Espanyol --Prediction Home Win;1.15;5;P;Interwetten
2024-11-03 10:30;S;Football;CSKA 1948 Sofia VS Beroe --Prediction Away Win;6.1;5;P;Pncl
2024-11-04 15:30;S;Football;Septemvri Sofia VS Botev Plovdiv --Prediction Away Win;1.54;5;P;1xbet
2024-11-02 10:00;S;Football;Lokomotiv Sofia 1929 VS Arda --Prediction Away Win;2.55;5;P;bet365
2024-11-03 13:00;S;Football;Ludogorets VS Hebar 1918 --Prediction Home Win;1.07;5;P;bet365
2024-10-31 19:45;S;Football;Como VS Lazio --Prediction Home Win;3.25;5;P;1xbet
2024-11-03 13:45;S;Football;Górnik Zabrze VS Jagiellonia Białystok --Prediction Away Win;2.88;5;P;Pncl
2024-11-04 19:30;S;Football;Zagłębie Lubin VS Śląsk Wrocław --Prediction Home Win;2.37;5;P;Pncl
2024-11-03 16:30;S;Football;Lechia Gdańsk VS Cracovia Kraków --Prediction Away Win;2.35;5;P;Pncl
2024-11-03 19:15;S;Football;Legia Warszawa VS Widzew Łódź --Prediction Home Win;1.66;5;P;Dafabet
2024-11-02 16:30;S;Football;Motor Lublin VS Pogoń Szczecin --Prediction Home Win;3.3;5;P;Dafabet
2024-11-02 19:15;S;Football;Puszcza Niepołomice VS Lech Poznań --Prediction Away Win;1.68;5;P;NordicBet
2024-11-02 13:45;S;Football;Raków Częstochowa VS Stal Mielec --Prediction Home Win;1.38;5;P;Marathon
2024-11-03 15:15;S;Football;Almería VS Córdoba --Prediction Home Win;1.71;5;P;Dafabet
2024-11-02 15:15;S;Football;FC Cartagena VS Deportivo La Coruña --Prediction Away Win;2.3;5;P;Pncl
2024-11-02 13:00;S;Football;SD Eibar VS Elche CF --Prediction Home Win;2.59;5;P;Pncl
2024-11-04 19:30;S;Football;Levante UD VS Málaga CF --Prediction Home Win;1.0;5;P;Unknown
2024-11-03 13:00;S;Football;Real Oviedo VS Burgos CF --Prediction Home Win;1.88;5;P;1xbet
2024-11-02 15:15;S;Football;Sporting Gijón VS Cádiz --Prediction Home Win;2.44;5;P;Pncl
2024-11-02 17:30;S;Football;Real Zaragoza VS Granada CF --Prediction Away Win;3.74;5;P;Pncl
2024-10-22 18:45;S;Football;Birmingham City VS Bolton Wanderers --Prediction Home Win;1.0;5;P;Unknown
2024-10-22 18:45;S;Football;Burton Albion VS Wycombe Wanderers --Prediction Away Win;1.0;5;P;Unknown
2024-10-22 18:45;S;Football;Crawley Town VS Lincoln City --Prediction Away Win;1.0;5;P;Unknown
2024-10-22 18:45;S;Football;Exeter City VS Reading --Prediction Home Win;1.0;5;P;Unknown
2024-10-22 18:45;S;Football;Leyton Orient VS Rotherham United --Prediction Away Win;1.0;5;P;Unknown
2024-10-22 18:45;S;Football;Stevenage VS Cambridge United --Prediction Home Win;1.0;5;P;Unknown
2024-10-22 18:45;S;Football;Stockport County VS Northampton Town --Prediction Home Win;1.0;5;P;Unknown
2024-10-22 18:45;S;Football;Wrexham VS Huddersfield Town --Prediction Home Win;1.0;5;P;Unknown
2024-10-22 18:45;S;Football;Bristol Rovers VS Shrewsbury Town --Prediction Home Win;1.0;5;P;Unknown
2024-10-22 18:45;S;Football;Burton Albion VS Wycombe Wanderers --Prediction Away Win;1.0;5;P;Unknown
2024-10-22 18:45;S;Football;Crawley Town VS Lincoln City --Prediction Away Win;1.0;5;P;Unknown
2024-10-22 18:45;S;Football;Exeter City VS Reading --Prediction Home Win;1.0;5;P;Unknown
2024-10-22 18:45;S;Football;Leyton Orient VS Rotherham United --Prediction Away Win;1.0;5;P;Unknown
2024-10-22 18:45;S;Football;Stevenage VS Cambridge United --Prediction Home Win;1.0;5;P;Unknown
2024-10-22 18:45;S;Football;Wrexham VS Huddersfield Town --Prediction Home Win;1.0;5;P;Unknown
2024-11-02 14:00;S;Football;Bari 1908 VS Reggiana --Prediction Draw;1.0;5;P;Unknown
2024-11-02 14:00;S;Football;Carrarese VS Juve Stabia --Prediction Away Win;1.0;5;P;Unknown
2024-11-03 14:00;S;Football;Cesena VS Südtirol --Prediction Home Win;1.0;5;P;Unknown
2024-11-02 16:15;S;Football;Cosenza VS Salernitana --Prediction Draw;1.0;5;P;Unknown
2024-11-03 14:00;S;Football;Cremonese VS Pisa --Prediction Away Win;1.0;5;P;Unknown
2024-11-03 14:00;S;Football;Palermo VS Cittadella --Prediction Away Win;1.0;5;P;Unknown
2024-11-03 16:15;S;Football;Sassuolo VS Mantova --Prediction Home Win;1.0;5;P;Unknown
2024-11-02 14:00;S;Football;Spezia VS Modena --Prediction Home Win;1.0;5;P;Unknown
2024-11-02 15:30;S;Football;Rio Ave FC VS Casa Pia --Prediction Home Win;2.19;5;P;Dafabet
2024-11-03 20:30;S;Football;Porto VS GD Estoril Praia --Prediction Home Win;1.17;5;P;Dafabet
2024-11-01 20:15;S;Football;Sporting CP VS Estrela Amadora --Prediction Home Win;1.09;5;P;Dafabet
2024-11-04 20:15;S;Football;CD Nacional VS Santa Clara --Prediction Away Win;1.0;5;P;Unknown
2024-11-02 20:30;S;Football;Gil Vicente VS Boavista FC --Prediction Home Win;1.71;5;P;Dafabet
2024-11-02 18:00;S;Football;Farense VS Benfica --Prediction Away Win;1.23;5;P;Dafabet
2024-11-03 18:00;S;Football;Vitória Guimarães VS Moreirense FC --Prediction Draw;3.65;5;P;Dafabet
2024-11-03 18:00;S;Football;FC Arouca VS Sporting Braga --Prediction Away Win;1.8;5;P;Sbo
2024-11-04 18:10;S;Football;Norrköping VS AIK --Prediction Away Win;1.0;5;P;Unknown
2024-11-02 14:00;S;Football;Elfsborg VS Västerås SK --Prediction Home Win;1.54;5;P;1xbet
2024-11-03 15:30;S;Football;Halmstad VS Djurgården --Prediction Away Win;1.79;5;P;1xbet
2024-11-01 17:00;S;Football;Šibenik VS Dinamo Zagreb --Prediction Away Win;1.36;5;P;Dafabet
2024-11-02 16:30;S;Football;Osijek VS Gorica --Prediction Draw;4.45;5;P;1xbet
2024-11-03 14:00;S;Football;Istra 1961 VS Rijeka --Prediction Away Win;1.81;5;P;Dafabet
2024-11-02 14:00;S;Football;Lokomotiva Zagreb VS Slaven Koprivnica --Prediction Home Win;2.03;5;P;Dafabet
2024-11-09 15:00;S;Football;AFC Wimbledon VS Grimsby Town --Prediction Home Win;1.0;5;P;Unknown
2024-11-09 15:00;S;Football;Barrow VS Colchester United --Prediction Home Win;1.0;5;P;Unknown
2024-11-09 12:30;S;Football;Harrogate Town VS Morecambe --Prediction Home Win;1.0;5;P;Unknown
2024-11-09 12:30;S;Football;Salford City VS Carlisle United --Prediction Home Win;1.0;5;P;Unknown
2024-11-03 16:00;S;Football;Auxerre VS Rennes --Prediction Home Win;3.6;5;P;1xbet
2024-11-03 14:00;S;Football;Toulouse VS Reims --Prediction Away Win;3.75;5;P;Betfair
2024-11-01 18:00;S;Football;Monaco VS Angers SCO --Prediction Home Win;1.25;5;P;1xbet
2024-11-03 16:00;S;Football;Le Havre VS Montpellier --Prediction Draw;3.6;5;P;Dafabet
2024-11-03 19:45;S;Football;Nantes VS Olympique Marseille --Prediction Away Win;2.06;5;P;1xbet
2024-11-02 20:00;S;Football;Saint-Étienne VS Strasbourg --Prediction Home Win;3.85;5;P;1xbet
2024-11-02 18:00;S;Football;Brest VS Nice --Prediction Home Win;2.75;5;P;1xbet
2024-11-02 16:00;S;Football;PSG VS Lens --Prediction Home Win;1.48;5;P;1xbet
2024-11-03 09:00;S;Football;Shakhter Karagandy VS Aktobe --Prediction Away Win;1.0;5;P;Unknown
2024-11-02 14:00;S;Football;CS Marítimo VS FC Penafiel --Prediction Away Win;4.3;5;P;Tipico
2024-11-02 11:00;S;Football;Portimonense VS FC Vizela --Prediction Away Win;2.75;5;P;Marathon
2024-11-03 15:30;S;Football;União de Leiria VS Leixões --Prediction Away Win;2.9;5;P;Pncl
2024-11-04 18:00;S;Football;CD Tondela VS UD Oliveirense --Prediction Home Win;1.0;5;P;Unknown
2024-11-03 15:30;S;Football;Porto II VS Torreense --Prediction Home Win;2.38;5;P;Dafabet
2024-11-03 11:00;S;Football;Academico Viseu VS Benfica II --Prediction Away Win;3.48;5;P;Pncl
2024-10-31 19:30;S;Football;Grasshopper VS Lugano --Prediction Away Win;2.16;5;P;Pncl
2024-10-31 19:30;S;Football;Servette VS Luzern --Prediction Home Win;1.9;5;P;Interwetten
