matchID,predictedTeam,winningTeam,is_correct,betting_score,betting_score_interval,home_name,away_name,MCS,TTAS,LTAS
7526886_2024/2025,1380,1380,True,51.510393939393936,50-55,Vllaznia Shkodër,Skënderbeu Korçë,0.4848484848484848,0.5857,0.59375
7526889_2024/2025,-1,-1,True,59.1405909090909,55-60,Bylis Ballsh,Laçi,0.5272727272727273,0.7410499999999999,0.59375
7526890_2024/2025,1789,1789,True,57.714,55-60,Egnatia Rrogozhinë,Tirana,0.6,0.5238,0.59375
7468186_2024/2025,86,2432,False,76.10934848484847,75-80,Sparta Praha,Baník Ostrava,0.7212121212121212,0.85415,0.8405797101449275
7468188_2024/2025,77,2426,False,56.5530303030303,55-60,Slovácko,Viktoria Plzeň,0.4757575757575757,0.775,0.8405797101449275
7468189_2024/2025,1213,-1,False,68.667,65-70,Hradec Králové,Slavia Praha,0.6,0.8889,0.8405797101449275
7468191_2024/2025,2428,-1,False,70.56093939393939,70-75,České Budějovice,Slovan Liberec,0.6484848484848484,0.8389,0.8405797101449275
7468967_2024/2025,448,490,False,62.17706060606061,60-65,Clermont,Lorient,0.5515151515151515,0.7857,0.8333333333333334
7468969_2024/2025,494,-1,False,75.39393939393939,75-80,Paris,Rodez,0.6484848484848484,1.0,0.8333333333333334
7468970_2024/2025,436,436,True,71.60984848484848,70-75,Guingamp,Grenoble Foot 38,0.6212121212121212,0.9375,0.8333333333333334
7468971_2024/2025,3897,3897,True,65.17045454545453,65-70,Annecy,Pau,0.6363636363636364,0.6875,0.8333333333333334
7468972_2024/2025,1390,1390,True,81.78804545454545,80-85,Dunkerque,Amiens SC,0.7636363636363637,0.94445,0.8333333333333334
7468973_2024/2025,-1,485,False,59.12972727272726,55-60,Martigues,Red Star,0.5181818181818181,0.7619,0.8333333333333334
7364968_2024,1090,1090,True,84.10054545454544,80-85,Grobiņa,Rīgas FS,0.8636363636363635,0.7881999999999999,0.7478260869565218
7364969_2024,1089,1089,True,85.92713636363636,85-90,Riga,Metta - LU,0.8909090909090909,0.78545,0.7478260869565218
7364971_2024,6910,-1,False,68.48478787878787,65-70,BFC Daugavpils,Valmiera / BSS,0.6696969696969697,0.7202,0.7478260869565218
7486606_2024/2025,6622,6622,True,58.03080303030303,55-60,SCM Gloria Buzău,CFR Cluj,0.5575757575757576,0.63335,0.6086956521739131
7486610_2024/2025,5400,5400,True,61.06439393939394,60-65,Dinamo Bucureşti,UTA Arad,0.6848484848484848,0.4375,0.6086956521739131
7486620_2024/2025,10306,-1,False,69.7885606060606,65-70,Universitatea Cluj,SSC Farul,0.7515151515151515,0.57275,0.6086956521739131
7516382_2024/2025,193,-1,False,49.040257575757565,45-50,Kayserispor,Adana Demirspor,0.4939393939393939,0.48215,0.7352941176470589
7516384_2024/2025,105,105,True,58.52316666666666,55-60,Trabzonspor,Fenerbahçe,0.5666666666666667,0.6285499999999999,0.7352941176470589
7516387_2024/2025,355,355,True,57.52316666666666,55-60,Gazişehir Gaziantep,Göztepe,0.4666666666666667,0.8285499999999999,0.7352941176470589
7452333_2024/2025,2516,2516,True,76.57901515151514,75-80,AGF,Lyngby,0.7878787878787878,0.7142499999999999,0.76
7452335_2024/2025,986,986,True,66.61396969696969,65-70,Nordsjælland,Viborg,0.6242424242424243,0.7639,0.76
7452336_2024/2025,974,-1,False,65.78787878787878,65-70,AaB,Vejle,0.5969696969696969,0.8,0.76
7452337_2024/2025,955,2517,False,75.70471212121213,75-80,Midtjylland,Brøndby,0.7303030303030303,0.8194499999999999,0.76
7452338_2024/2025,2521,2521,True,59.62121212121212,55-60,SønderjyskE,Randers,0.5303030303030303,0.75,0.76
7466767_2024/2025,-1,148,False,59.50995454545455,55-60,AFC Bournemouth,Manchester City,0.5363636363636364,0.7321500000000001,0.75
7466770_2024/2025,151,151,True,56.62922727272727,55-60,Liverpool,Brighton & Hove Albion,0.5181818181818182,0.6785499999999999,0.75
7466771_2024/2025,152,-1,False,53.280803030303026,50-55,Manchester United,Chelsea,0.4575757575757576,0.70835,0.75
7466769_2024/2025,108,-1,False,56.71162121212121,55-60,Ipswich Town,Leicester City,0.503030303030303,0.7166499999999999,0.75
7466775_2024/2025,158,92,False,59.22019696969697,55-60,Tottenham Hotspur,Aston Villa,0.5424242424242425,0.70835,0.75
7466772_2024/2025,59,157,False,48.95454545454545,45-50,Newcastle United,Arsenal,0.4636363636363636,0.55,0.75
7466774_2024/2025,144,146,False,74.51515151515152,70-75,Southampton,Everton,0.6787878787878787,0.9,0.75
7491580_2024/2025,36,-1,False,61.318181818181806,60-65,Hamburger SV,Nürnberg,0.5545454545454545,0.75,0.7540983606557377
7491581_2024/2025,52,52,True,66.15201515151514,65-70,Hannover 96,Karlsruher SC,0.5878787878787879,0.83335,0.7540983606557377
7491582_2024/2025,53,-1,False,73.02980303030301,70-75,Paderborn,Eintracht Braunschweig,0.7575757575757576,0.66665,0.7540983606557377
7491585_2024/2025,558,-1,False,69.11645454545454,65-70,Kaiserslautern,Magdeburg,0.7363636363636363,0.5857,0.7540983606557377
7491586_2024/2025,35,-1,False,55.90389393939393,55-60,Ulm,Schalke 04,0.4848484848484848,0.7321500000000001,0.7540983606557377
7491587_2024/2025,545,556,False,83.63636363636363,80-85,Preußen Münster,Fortuna Düsseldorf,0.8090909090909091,0.9,0.7540983606557377
7491588_2024/2025,6326,563,False,56.11601515151515,55-60,Jahn Regensburg,Elversberg,0.4878787878787878,0.7321500000000001,0.7540983606557377
7515096_2024/2025,7706,7706,True,64.6780303030303,60-65,Zimbru,Dacia-Buiucani,0.5757575757575757,0.8125,0.78125
7515098_2024/2025,60,60,True,65.78871212121213,65-70,Milsami,Sheriff,0.6303030303030304,0.72225,0.78125
7515099_2024/2025,686262,686262,True,77.21278787878788,75-80,CSF Bălți,Floreşti,0.7696969696969698,0.7778,0.78125
7480203_2024/2025,1019,-1,False,60.303030303030305,60-65,St. Mirren,Ross County,0.4757575757575757,0.9,0.9117647058823528
7485266_2024/2025,1682,1682,True,55.405636363636354,55-60,Oleksandria,Polessya,0.4909090909090908,0.7014,0.7096774193548387
7485267_2024/2025,1678,1699,False,55.38918181818182,55-60,Vorskla,Kolos Kovalivka,0.4545454545454545,0.7857,0.7096774193548387
7485274_2024/2025,10063,-1,False,57.857,55-60,Obolon-Brovar,Veres Rivne,0.5,0.7619,0.7096774193548387
7485276_2024/2025,80,80,True,79.97295454545454,75-80,Shakhtar Donetsk,Chornomorets,0.8363636363636364,0.7142499999999999,0.7096774193548387
7482735_2024/2025,100,-1,False,87.7965606060606,85-90,Salzburg,Grazer AK,0.9515151515151514,0.7063499999999999,0.7333333333333333
7482737_2024/2025,579,579,True,84.77316666666667,80-85,Austria Wien,Blau-Weiß Linz,0.8666666666666667,0.8035499999999999,0.7333333333333333
7482738_2024/2025,582,-1,False,66.8565606060606,65-70,Sturm Graz,Rapid Wien,0.6515151515151515,0.70835,0.7333333333333333
7482739_2024/2025,581,598,False,63.33383333333333,60-65,Austria Klagenfurt,Wolfsberger AC,0.6333333333333333,0.63335,0.7333333333333333
7325303_2024,988,988,True,67.62766666666667,65-70,Kuressaare,Nõmme Kalju,0.6666666666666666,0.6987000000000001,0.7194244604316546
7325306_2024,1635,1635,True,86.90896969696969,85-90,Nõmme United,Paide,0.9242424242424244,0.7404,0.7194244604316546
7325307_2024,965,965,True,61.418787878787874,60-65,Tallinna FC Levadia,Tallinna FC Flora,0.5696969696969697,0.7180000000000001,0.7194244604316546
7491886_2024/2025,40,-1,False,53.34898484848485,50-55,Bayer Leverkusen,Stuttgart,0.5121212121212121,0.58335,0.7321428571428571
7491887_2024/2025,38,38,True,66.59328787878788,65-70,Bayern München,Union Berlin,0.6696969696969697,0.65715,0.7321428571428571
7491889_2024/2025,44,44,True,63.07050000000001,60-65,Eintracht Frankfurt,Bochum,0.6000000000000001,0.70235,0.7321428571428571
7491890_2024/2025,49,548,False,65.11645454545454,65-70,Hoffenheim,St. Pauli,0.6363636363636364,0.6857,0.7321428571428571
7491893_2024/2025,37,39,False,69.39393939393939,65-70,Borussia M'gladbach,Werder Bremen,0.6484848484848484,0.8,0.7321428571428571
7491894_2024/2025,-1,566,False,63.272227272727264,60-65,Holstein Kiel,Heidenheim,0.6181818181818182,0.66665,0.7321428571428571
7453787_2024/2025,70,70,True,71.72660606060604,70-75,Red Star Belgrade,Vojvodina,0.7151515151515151,0.7222,0.8169014084507042
7453790_2024/2025,1939,1939,True,69.39393939393939,65-70,Novi Pazar,IMT Novi Beograd,0.6484848484848484,0.8,0.8169014084507042
7453792_2024/2025,957,957,True,60.66733333333333,60-65,Bačka Topola,Partizan,0.5333333333333333,0.7778,0.8169014084507042
7453793_2024/2025,1942,1942,True,57.52316666666666,55-60,Radnički Kragujevac,Napredak,0.4666666666666667,0.8285499999999999,0.8169014084507042
7553672_2024/2025,910,910,True,63.84040909090909,60-65,İnter Bakı,Zira,0.5727272727272728,0.79165,0.7619047619047619
7553708_2024/2025,75,-1,False,57.07213636363636,55-60,Turan,Qarabağ,0.4909090909090909,0.7569499999999999,0.7619047619047619
7553709_2024/2025,-1,908,False,61.57575757575757,60-65,Kapaz,Sabail FK,0.4939393939393939,0.9,0.7619047619047619
7553710_2024/2025,3041,912,False,64.6969696969697,60-65,Sumqayıt,Sabah,0.6242424242424243,0.7,0.7619047619047619
7553711_2024/2025,918,918,True,59.380500000000005,55-60,Neftçi,Araz,0.6,0.57935,0.7619047619047619
7537352_2024/2025,1103,-1,False,64.62409090909091,60-65,Kallithea,Panaitolikos,0.6272727272727272,0.6905000000000001,0.6666666666666666
7537353_2024/2025,5131,5131,True,75.98910606060606,75-80,Aris,Levadiakos,0.8151515151515152,0.63095,0.6666666666666666
7537355_2024/2025,960,960,True,63.15909090909091,60-65,Volos NFC,Panathinaikos,0.5272727272727273,0.875,0.6666666666666666
7537356_2024/2025,116,116,True,64.89156060606061,60-65,Olympiakos Piraeus,Panserraikos,0.6515151515151516,0.6428499999999999,0.6666666666666666
7537357_2024/2025,106,106,True,87.24192424242423,85-90,Lamia,PAOK,0.9606060606060606,0.66665,0.6666666666666666
7466087_2024/2025,367,120,False,54.1060606060606,50-55,Feyenoord,Ajax,0.4515151515151515,0.75,0.8032786885245902
7580341_2024/2025,982,982,True,80.27651515151514,80-85,Skalica,Slovan Bratislava,0.7878787878787878,0.8375,0.7441860465116279
7580342_2024/2025,2010,2010,True,56.43939393939393,55-60,Spartak Trnava,Komárno,0.4848484848484848,0.75,0.7441860465116279
7453523_2024/2025,61,61,True,59.40010606060606,55-60,RSC Anderlecht,KV Kortrijk,0.6151515151515152,0.5446500000000001,0.7666666666666667
7453524_2024/2025,533,533,True,76.7116212121212,75-80,KRC Genk,Royal Antwerp FC,0.7030303030303031,0.91665,0.7666666666666667
7453525_2024/2025,527,527,True,64.12121212121211,60-65,Standard Liège,Sint-Truiden,0.5303030303030303,0.9,0.7666666666666667
7453526_2024/2025,-1,2567,False,51.31580303030302,50-55,Cercle Brugge,Sporting Charleroi,0.4575757575757575,0.6428499999999999,0.7666666666666667
7453528_2024/2025,537,-1,False,61.78690909090909,60-65,KV Mechelen,Union Saint-Gilloise,0.5727272727272728,0.7232,0.7666666666666667
7453529_2024/2025,669388,534,False,52.888681818181816,50-55,KVC Westerlo,FCV Dender EH,0.4545454545454546,0.70235,0.7666666666666667
7454755_2024/2025,525,-1,False,75.15151515151516,75-80,Beerschot-Wilrijk,KAA Gent,0.687878787878788,0.9,0.7666666666666667
7478888_2024/2025,216,251,False,67.1520606060606,65-70,Blackburn Rovers,Sheffield United,0.6515151515151515,0.7182,0.6990291262135923
7478891_2024/2025,222,222,True,78.06536363636363,75-80,Leeds United,Plymouth Argyle,0.8090909090909091,0.7143,0.6990291262135923
7478892_2024/2025,142,-1,False,70.2194696969697,70-75,Luton Town,West Bromwich Albion,0.7242424242424242,0.6507499999999999,0.6990291262135923
7478893_2024/2025,147,239,False,67.66904545454545,65-70,Middlesbrough,Coventry City,0.6636363636363636,0.7071500000000001,0.6990291262135923
7478895_2024/2025,243,154,False,59.91190909090909,55-60,Oxford United,Swansea City,0.5727272727272728,0.6607,0.6990291262135923
7478896_2024/2025,210,207,False,54.46969696969697,50-55,Preston North End,Bristol City,0.5424242424242425,0.55,0.6990291262135923
7478897_2024/2025,156,-1,False,66.8030303030303,65-70,Queens Park Rangers,Sunderland,0.6757575757575758,0.65,0.6990291262135923
7478899_2024/2025,141,141,True,56.8716515151515,55-60,Stoke City,Derby County,0.4787878787878787,0.7785499999999999,0.6990291262135923
7467600_2024/2025,993,-1,False,51.053363636363635,50-55,Győri ETO,Nyíregyháza Spartacus,0.509090909090909,0.5139,0.7954545454545454
7467601_2024/2025,3767,-1,False,80.41948484848484,80-85,MTK,Zalaegerszegi TE,0.8121212121212121,0.7857,0.7954545454545454
7467602_2024/2025,3773,-1,False,80.06439393939394,80-85,Puskás,Újpest,0.7848484848484849,0.8375,0.7954545454545454
7467603_2024/2025,3772,3771,False,70.8491515151515,70-75,Paksi SE,Diósgyőr,0.6787878787878787,0.7778,0.7954545454545454
7467604_2024/2025,962,962,True,61.84898484848485,60-65,Videoton,Kecskeméti TE,0.6121212121212121,0.63335,0.7954545454545454
7467605_2024/2025,119,-1,False,93.61407575757576,90-95,Ferencváros,Debrecen,0.9393939393939394,0.92855,0.7954545454545454
7295171_2024,72,72,True,71.10037878787878,70-75,Rosenborg,Strømsgodset,0.696969696969697,0.74375,0.689922480620155
7295175_2024,336,336,True,69.91072727272729,65-70,Odd,Brann,0.7181818181818183,0.6546000000000001,0.689922480620155
7295176_2024,1471,-1,False,59.22298484848484,55-60,Fredrikstad,Kristiansund,0.5121212121212121,0.7791499999999999,0.689922480620155
7295177_2024,335,335,True,77.66766666666666,75-80,Viking,Sandefjord,0.8666666666666667,0.5667,0.689922480620155
7465112_2024/2025,285,-1,False,61.56148484848485,60-65,Athletic Club Bilbao,Real Betis,0.5121212121212121,0.8571,0.7848101265822784
7465113_2024/2025,117,117,True,72.66146969696969,70-75,Atlético Madrid,UD Las Palmas,0.7242424242424242,0.7321500000000001,0.7848101265822784
7465115_2024/2025,312,312,True,60.44740909090909,60-65,Girona FC,Leganés,0.5727272727272728,0.6785499999999999,0.7848101265822784
7465116_2024/2025,287,287,True,76.02131818181817,75-80,CA Osasuna,Real Valladolid,0.7454545454545454,0.7946500000000001,0.7848101265822784
7465117_2024/2025,298,277,False,61.41660606060606,60-65,Deportivo Alavés,RCD Mallorca,0.5151515151515151,0.8452,0.7848101265822784
7469678_2024/2025,83,83,True,86.76186363636363,85-90,FC Barcelona,RCD Espanyol,0.9090909090909092,0.77085,0.7848101265822784
7455969_2024/2025,3607,-1,False,59.46640909090909,55-60,CSKA 1948 Sofia,Beroe,0.5727272727272728,0.64585,0.7777777777777778
7455972_2024/2025,9985,9985,True,54.67803030303029,50-55,Lokomotiv Sofia 1929,Arda,0.4757575757575757,0.7125,0.7777777777777778
7455976_2024/2025,111,111,True,89.14437878787878,85-90,Ludogorets,Hebar 1918,0.896969696969697,0.8785499999999999,0.7777777777777778
7492240_2024/2025,518,463,False,58.273227272727254,55-60,Como,Lazio,0.5181818181818181,0.7333500000000001,0.7241379310344828
7450766_2024/2025,1224,1224,True,54.995409090909085,50-55,Górnik Zabrze,Jagiellonia Białystok,0.4727272727272727,0.73015,0.7625
7450768_2024/2025,1223,1223,True,82.4891818181818,80-85,Lechia Gdańsk,Cracovia Kraków,0.8545454545454545,0.7556999999999999,0.7625
7450769_2024/2025,112,112,True,59.588530303030296,55-60,Legia Warszawa,Widzew Łódź,0.5757575757575757,0.6428499999999999,0.7625
7450770_2024/2025,8265,8265,True,56.852772727272715,55-60,Motor Lublin,Pogoń Szczecin,0.4818181818181818,0.77085,0.7625
7450771_2024/2025,961,789,False,73.6060606060606,70-75,Puszcza Niepołomice,Lech Poznań,0.7515151515151515,0.7,0.7625
7450773_2024/2025,802,802,True,78.06101515151514,75-80,Raków Częstochowa,Stal Mielec,0.7878787878787878,0.76365,0.7625
7481489_2024/2025,286,286,True,48.83853030303029,45-50,FC Cartagena,Deportivo La Coruña,0.4757575757575757,0.5178499999999999,0.7142857142857143
7481491_2024/2025,279,295,False,70.44978787878787,70-75,SD Eibar,Elche CF,0.6696969696969697,0.7857,0.7142857142857143
7481495_2024/2025,309,309,True,61.49762121212121,60-65,Real Oviedo,Burgos CF,0.603030303030303,0.6428499999999999,0.7142857142857143
7481496_2024/2025,289,289,True,54.08565151515151,50-55,Sporting Gijón,Cádiz,0.5787878787878789,0.45235,0.7142857142857143
7481497_2024/2025,282,299,False,73.55681818181819,70-75,Real Zaragoza,Granada CF,0.7454545454545455,0.7125,0.7142857142857143
7509687_2024/2025,-1,-1,True,56.62828787878787,55-60,Bari 1908,Reggiana,0.4696969696969697,0.79165,0.7846153846153846
7509688_2024/2025,520,-1,False,60.94928787878787,60-65,Carrarese,Juve Stabia,0.5696969696969697,0.70235,0.7846153846153846
7509690_2024/2025,475,475,True,62.401954545454544,60-65,Cesena,Südtirol,0.5363636363636364,0.8285499999999999,0.7846153846153846
7509691_2024/2025,-1,-1,True,57.85606060606061,55-60,Cosenza,Salernitana,0.4515151515151515,0.875,0.7846153846153846
7509692_2024/2025,507,507,True,58.916666666666664,55-60,Cremonese,Pisa,0.4666666666666667,0.875,0.7846153846153846
7509693_2024/2025,508,508,True,59.108939393939394,55-60,Palermo,Cittadella,0.5484848484848485,0.6905000000000001,0.7846153846153846
7509695_2024/2025,469,469,True,72.66146969696969,70-75,Sassuolo,Mantova,0.7242424242424242,0.7321500000000001,0.7846153846153846
7509696_2024/2025,513,513,True,70.12828787878787,70-75,Spezia,Modena,0.7696969696969698,0.54165,0.7846153846153846
7574644_2024/2025,171,-1,False,63.644378787878786,60-65,Rio Ave FC,Casa Pia,0.5969696969696969,0.7285499999999999,0.8275862068965517
7574645_2024/2025,82,82,True,92.03080303030302,90-95,Porto,GD Estoril Praia,0.9575757575757576,0.83335,0.8275862068965517
7574646_2024/2025,114,114,True,89.36363636363636,85-90,Sporting CP,Estrela Amadora,0.8909090909090909,0.9,0.8275862068965517
7574648_2024/2025,183,176,False,62.571,60-65,Gil Vicente,Boavista FC,0.6,0.6857,0.8275862068965517
7574649_2024/2025,78,78,True,78.83283333333333,75-80,Farense,Benfica,0.7333333333333334,0.91665,0.8275862068965517
7574650_2024/2025,-1,175,False,51.1060606060606,50-55,Vitória Guimarães,Moreirense FC,0.4515151515151515,0.65,0.8275862068965517
7574651_2024/2025,172,172,True,80.9090909090909,80-85,FC Arouca,Sporting Braga,0.7272727272727273,1.0,0.8275862068965517
7292664_2024,663,663,True,71.48298484848485,70-75,Elfsborg,Västerås SK,0.7121212121212122,0.7211500000000001,0.7008547008547008
7292666_2024,659,657,False,63.72739393939394,60-65,Halmstad,Djurgården,0.5848484848484848,0.7596,0.7008547008547008
7451009_2024/2025,122,122,True,64.4436212121212,60-65,Šibenik,Dinamo Zagreb,0.603030303030303,0.7410499999999999,0.7105263157894737
7451010_2024/2025,-1,1864,False,59.125166666666665,55-60,Osijek,Gorica,0.4666666666666667,0.8819499999999999,0.7105263157894737
7451011_2024/2025,1215,1215,True,54.09024242424243,50-55,Istra 1961,Rijeka,0.5060606060606061,0.6222,0.7105263157894737
7451013_2024/2025,1859,1861,False,58.30540909090909,55-60,Lokomotiva Zagreb,Slaven Koprivnica,0.5727272727272728,0.6071500000000001,0.7105263157894737
7468438_2024/2025,479,479,True,70.58427272727272,70-75,Auxerre,Rennes,0.6818181818181819,0.7619,0.7288135593220338
7468439_2024/2025,451,439,False,59.92374242424242,55-60,Toulouse,Reims,0.5060606060606061,0.8166499999999999,0.7288135593220338
7468440_2024/2025,56,444,False,65.5175303030303,65-70,Monaco,Angers SCO,0.6757575757575758,0.6071500000000001,0.7288135593220338
7468441_2024/2025,-1,493,False,67.93939393939394,65-70,Le Havre,Montpellier,0.584848484848485,0.9,0.7288135593220338
7468442_2024/2025,443,443,True,74.2145,70-75,Nantes,Olympique Marseille,0.8,0.6071500000000001,0.7288135593220338
7468444_2024/2025,434,434,True,58.48960606060607,55-60,Saint-Étienne,Strasbourg,0.6151515151515152,0.5143,0.7288135593220338
7468445_2024/2025,491,445,False,65.6055606060606,65-70,Brest,Nice,0.6515151515151516,0.66665,0.7288135593220338
7468446_2024/2025,68,68,True,67.11363636363636,65-70,PSG,Lens,0.6909090909090909,0.625,0.7288135593220338
7364785_2024,983,983,True,62.89412121212121,60-65,Shakhter Karagandy,Aktobe,0.603030303030303,0.6894,0.6808510638297872
7502685_2024/2025,182,182,True,64.06060606060606,60-65,CS Marítimo,FC Penafiel,0.6151515151515152,0.7,0.7272727272727273
7502686_2024/2025,4841,-1,False,62.45454545454545,60-65,Portimonense,FC Vizela,0.4636363636363636,1.0,0.7272727272727273
7502687_2024/2025,1030,4880,False,52.81818181818182,50-55,União de Leiria,Leixões,0.4545454545454546,0.7,0.7272727272727273
7502690_2024/2025,1037,-1,False,59.20736363636363,55-60,Porto II,Torreense,0.509090909090909,0.7857,0.7272727272727273
7502692_2024/2025,1031,-1,False,62.92374242424243,60-65,Academico Viseu,Benfica II,0.5060606060606061,0.91665,0.7272727272727273
7487091_2024/2025,894,-1,False,64.40228787878787,60-65,Grasshopper,Lugano,0.5696969696969697,0.81745,0.8604651162790697
7487092_2024/2025,898,-1,False,63.85324242424242,60-65,Servette,Luzern,0.606060606060606,0.7143,0.8604651162790697
